document_id,element_id,element_type,element_text,page_number,bbox_json,section_path,source_method,parser_version,run_id,processed_ts
til 1945-r2 - f-class turbine wheel inspection and maintenance recommendations,table_004_68f9ec78,table,"<table><tr><th rowspan=""2"">Material Heat Treatment</th><th rowspan=""2"">Peening Condition</th><th rowspan=""2"">Cooling Slot Geometry</th><th rowspan=""2"">Balance Rail & Lock Wire Tab</th><th colspan=""2"">Recommendations</th><th colspan=""2"">Applicable Part Numbers</th></tr><tr><th>Inspection</th><th>Interval</th><th>Frame</th><th>Stage 2</th></tr><tr><td rowspan=""10"">2 Step Age</td><td>Fired without Shot Peening</td><td>Original</td><td>Original</td><td>ECI Visual, BIFPI UT</td><td>every 24 hrs or 900 starts</td><td>7F</td><td>227C5763 103E5796<br>101E8629 108E4197<br>103E5775 109E3897</td></tr><tr><td>Peening Modification</td><td>Original</td><td>Original</td><td colspan=""2"">May have been peened prior to first fire. Contact your GE Vernova representative with your turbine rotor serial number to determine the applicable peening condition. Until validated by your GE Vernova representative, assume Fired without Shot Peening recommendations apply.</td><td>7F</td><td>193D2055<br>193D2064</td></tr><tr><td rowspan=""6"">Never Fired without Shot Peening</td><td rowspan=""3"">Original</td><td rowspan=""3"">Original</td><td>ECI</td><td>if S2B P/N 118T8421 or 122T9656 installed, inspect at 96 hrs or 3,750 starts [inspection window is 80-104 hrs]</td><td rowspan=""3"">7F</td><td>193D2400<br>199D3925<br>109E5591<br>109E5614<br>114E1229<br>116E2436</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every HGPI</td></tr><tr><td>ECI</td><td>at first Major after TW2 Life Extension</td></tr><tr><td>Contoured</td><td>Original</td><td>ECI</td><td>at first Major after TW2 Life Extension</td><td>7F</td><td>116E3968<br>119E6503</td></tr><tr><td rowspan=""3"">Enhanced</td><td rowspan=""2"">Original</td><td>ECI</td><td>at first Major after TW2 Life Extension</td><td rowspan=""2"">7F</td><td>323E2240</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every HGPI</td></tr><tr><td>Stakeless & Modified Tab</td><td>ECI</td><td>at first Major after TW2 Life Extension</td><td>7F</td><td>144E7562</td></tr><tr><td>FPI</td><td>LWT : every Major</td></tr><tr><td>3 Step Age</td><td>Never Fired without Shot Peening</td><td>Enhanced</td><td>Stakeless & Modified Tab</td><td>FPI</td><td>LWT : every Major</td><td>7F</td><td>146E3601</td></tr></table>",null,"[{""coord"": [123, 133, 1601, 1547], ""page_id"": 7}]",table_4,databricks_ai,v1,til_p1_20260626_053348_c2e611d7,2026-06-26T05:37:28.946Z
til 1945-r2 - f-class turbine wheel inspection and maintenance recommendations,table_005_2c2ac8f5,table,"<table><tr><th>Material Heat Treatment</th><th>Peening Condition</th><th>Cooling Slot Geometry</th><th>Balance Rail & Lock Wire Tab</th><th colspan=""2"">Recommendations</th><th colspan=""2"">Applicable Part Numbers</th></tr><tr><th></th><th></th><th></th><th></th><th>Inspection</th><th>Interval</th><th>Frame</th><th>Stage 1</th></tr><tr><td rowspan=""6"">2 Step Age</td><td>Fired without Shot Peening</td><td>Original</td><td>Original</td><td>ECI Visual, BIFPI UT</td><td>every 24 hrs or 900 starts</td><td>9F</td><td>101E2274<br>103E3969<br>109E3982</td></tr><tr><td>Peening Modification</td><td>Original</td><td>Original</td><td colspan=""2"">May have been peened prior to first fire. Contact your GE Vernova representative with your turbine rotor serial number to determine applicable peening condition. Until validated by your GE Vernova representative, assume Fired without Shot Peening recommendations apply.</td><td>9F</td><td>227C5743 193D2050<br>188D7864 193D2422<br>193D2023 196D1632<br>193D2036 198D1211</td></tr><tr><td rowspan=""5"">Never Fired without Shot Peening</td><td rowspan=""2"">Original</td><td rowspan=""2"">Original</td><td>ECI</td><td>every 48 hrs or 2,400 starts [every 24 hrs or 900 starts if back cut buckets not installed]</td><td rowspan=""2"">9F</td><td rowspan=""2"">109E5254</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td rowspan=""2"">Contoured</td><td rowspan=""2"">Original</td><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td><td rowspan=""2"">9F</td><td rowspan=""2"">111E3299</td></tr><tr><td>ECI</td><td>at 96 hrs or 3,600 starts [every 48 hrs or 2,400 starts if back cut buckets not installed]</td></tr><tr><td rowspan=""3"">Enhanced</td><td rowspan=""3"">Original</td><td rowspan=""3"">Stakeless & Modified Tab</td><td>ECI</td><td>at 96 hrs or 3,600 starts</td><td rowspan=""3"">9F</td><td rowspan=""3"">133E8667<br>146E2874<br>113T0325</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td></td><td></td><td></td><td></td><td>ECI</td><td>at 96 hrs or 3,600 starts</td><td>9F</td><td>146E2874<br>113T0325</td></tr><tr><td></td><td></td><td></td><td></td><td>FPI</td><td>LWT : every Major</td><td></td><td></td></tr></table>",null,"[{""coord"": [123, 79, 1603, 1449], ""page_id"": 8}]",table_5,databricks_ai,v1,til_p1_20260626_053348_c2e611d7,2026-06-26T05:37:28.946Z
til 1945-r2 - f-class turbine wheel inspection and maintenance recommendations,table_006_b829c2d3,table,"<table><tr><th>Material Heat Treatment</th><th>Peening Condition</th><th>Cooling Slot Geometry</th><th>Balance Rail & Lock Wire Tab</th><th colspan=""2"">Recommendations</th><th colspan=""2"">Applicable Part Numbers</th></tr><tr><th></th><th></th><th></th><th></th><th>Inspection</th><th>Interval</th><th>Frame</th><th>Stage 2</th></tr><tr><td rowspan=""10"">2 Step Age</td><td>Fired without Shot Peening</td><td>Original</td><td>Original</td><td>ECI Visual, BIFPI UT</td><td>every 24 hrs or 900 starts</td><td>9F</td><td>101E2276<br>103E3971<br>109E3893</td></tr><tr><td>Peening Modification</td><td>Original</td><td>Original</td><td colspan=""2"">May have been peened prior to first fire. Contact your GE Vernova representative with your turbine rotor serial number to determine applicable peening condition. Until validated by your GE Vernova representative, assume Fired without Shot Peening recommendations apply.</td><td>9F</td><td>188D7848 193D2106<br>188D7895<br>193D2025<br>193D2037</td></tr><tr><td rowspan=""6"">Never Fired without Shot Peening</td><td rowspan=""2"">Original</td><td rowspan=""2"">Original</td><td>ECI</td><td>if S2B P/N 119T9404 or 122T0124 installed, inspect at 96 hrs or 3,750 starts [inspection window is 80-104 hrs]<br>at first Major after TW2 Life Extension</td><td rowspan=""2"">9F</td><td rowspan=""2"">109E5256<br>111E3298</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every HGPI</td></tr><tr><td rowspan=""2"">Contoured</td><td rowspan=""2"">Original</td><td>ECI</td><td>at first Major after TW2 Life Extension</td><td rowspan=""2"">9F</td><td rowspan=""2"">119E6597</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every HGPI</td></tr><tr><td rowspan=""3"">Enhanced</td><td rowspan=""2"">Original</td><td>ECI</td><td>at first Major after TW2 Life Extension</td><td rowspan=""2"">9F</td><td rowspan=""2"">133E8776</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every HGPI</td></tr><tr><td>Stakeless & Modified Tab</td><td>ECI</td><td>at first Major after TW2 Life Extension</td><td>9F</td><td>146E1078<br>146E2875<br>113T0328</td></tr><tr><td></td><td></td><td></td><td>FPI</td><td>LWT : every Major</td><td></td><td></td></tr></table>",null,"[{""coord"": [123, 79, 1603, 1409], ""page_id"": 9}]",table_6,databricks_ai,v1,til_p1_20260626_053348_c2e611d7,2026-06-26T05:37:28.946Z
til 1945-r2 - f-class turbine wheel inspection and maintenance recommendations,table_007_2609b083,table,"<table><tr><th>Material Heat Treatment</th><th>Peening Condition</th><th>Cooling Slot Geometry</th><th>Balance Rail & Lock Wire Tab</th><th colspan=""2"">Recommendations</th><th colspan=""2"">Applicable Part Numbers</th></tr><tr><th></th><th></th><th></th><th></th><th>Inspection</th><th>Interval</th><th>Frame</th><th>Stage 1</th></tr><tr><td rowspan=""6"">2 Step Age</td><td rowspan=""6"">Never Fired without Shot Peening</td><td rowspan=""3"">Original</td><td rowspan=""3"">Original</td><td>ECI</td><td>every 48 hrs or 2,400 starts [every 24 hrs or 900 starts if back cut buckets not installed]</td><td rowspan=""3"">6F</td><td rowspan=""3"">109E9194</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td rowspan=""3"">Contoured</td><td rowspan=""3"">Original</td><td>ECI</td><td>at 96 hrs or 3,600 starts [every 48 hrs or 2,400 starts if back cut buckets not installed]</td><td rowspan=""3"">6F</td><td rowspan=""3"">116E3992</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td rowspan=""3"">Enhanced</td><td rowspan=""3"">Original</td><td>ECI</td><td>at 96 hrs or 3,600 starts</td><td rowspan=""3"">6F</td><td rowspan=""3"">137E1002</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td>Stakeless & Modified Tab</td><td>ECI</td><td>at 96 hrs or 3,600 starts</td><td rowspan=""2"">6F</td><td rowspan=""2"">141E4569<br>121T7210</td></tr><tr><td>FPI</td><td>LWT : every Major</td></tr><tr><td>3 Step Age</td><td>Never Fired without Shot Peening</td><td>Enhanced</td><td>Stakeless & Modified Tab</td><td>FPI</td><td>LWT : every Major</td><td>6F</td><td>131T7543</td></tr></table>",null,"[{""coord"": [123, 76, 1603, 1093], ""page_id"": 10}]",table_7,databricks_ai,v1,til_p1_20260626_053348_c2e611d7,2026-06-26T05:37:28.946Z
til 1945-r2 - f-class turbine wheel inspection and maintenance recommendations,table_008_b87b0a1e,table,"<table><tr><th>Material Heat Treatment</th><th>Peening Condition</th><th>Cooling Slot Geometry</th><th>Balance Rail & Lock Wire Tab</th><th colspan=""2"">Recommendations</th><th colspan=""2"">Applicable Part Numbers</th></tr><tr><th></th><th></th><th></th><th></th><th>Inspection</th><th>Interval</th><th>Frame</th><th>Stage 2</th></tr><tr><td rowspan=""6"">2 Step Age</td><td rowspan=""6"">Never Fired without Shot Peening</td><td rowspan=""2"">Original</td><td rowspan=""2"">Original</td><td>ECI</td><td>if S2B P/N 120T1387 or 123T0809 installed, inspect at 96 khrs or 3,750 starts [inspection window is 80-104 khrs]</td><td rowspan=""2"">6F</td><td rowspan=""2"">109E9196</td></tr><tr><td>FPI</td><td>at first Major after TW2 Life Extension<br>LWT : every HGPI when buckets are removed<br>BWG : every HGPI</td></tr><tr><td rowspan=""2"">Contoured</td><td rowspan=""2"">Original</td><td>ECI</td><td>at first Major after TW2 Life Extension</td><td rowspan=""2"">6F</td><td rowspan=""2"">116E3994</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td rowspan=""3"">Enhanced</td><td rowspan=""2"">Original</td><td>ECI</td><td>at first Major after TW2 Life Extension</td><td rowspan=""2"">6F</td><td rowspan=""2"">137E1062</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td>Stakeless & Modified Tab</td><td>ECI</td><td>at first Major after TW2 Life Extension</td><td>6F</td><td>141E4586<br>126T7211</td></tr><tr><td>3 Step Age</td><td>Never Fired without Shot Peening</td><td>Enhanced</td><td>Stakeless & Modified Tab</td><td>FPI</td><td>LWT : every Major</td><td>6F</td><td>131T7549</td></tr></table>",null,"[{""coord"": [123, 76, 1603, 1179], ""page_id"": 11}]",table_8,databricks_ai,v1,til_p1_20260626_053348_c2e611d7,2026-06-26T05:37:28.946Z
til 1937-r2 - f-class turbine wheel inspection and maintenance recommendations,table_001_985693ef,table,"<table><tr><td>M - Maintenance</td><td>Identifies maintenance guidelines or best practices for reliable equipment operation.</td></tr><tr><td>C - Compliance Required</td><td>Identifies the need for action to correct a condition that, if left uncorrected, may result in reduced equipment reliability or efficiency. Compliance may be required within a specific operating time.</td></tr><tr><td>A - Alert</td><td>Failure to comply with the TIL could result in equipment damage or facility damage. Compliance is mandated within a specific operating time.</td></tr><tr><td>S - Safety</td><td>Failure to comply with this TIL could result in personal injury. Compliance is mandated within a specific operating time.</td></tr></table>",null,"[{""coord"": [70, 1078, 1660, 1311], ""page_id"": 0}]",table_1,databricks_ai,v1,til_p1_20260626_053348_c2e611d7,2026-06-26T05:37:28.946Z
til 1937-r2 - f-class turbine wheel inspection and maintenance recommendations,table_004_0025d5de,table,"<table><tr><th rowspan=""2"">Material Heat Treatment</th><th rowspan=""2"">Peening Condition</th><th rowspan=""2"">Cooling Slot Geometry</th><th rowspan=""2"">Balance Rail & Lock Wire Tab</th><th colspan=""2"">Recommendations</th><th colspan=""2"">Applicable Part Numbers</th></tr><tr><th>Inspection</th><th>Interval</th><th>Frame</th><th>Stage 2</th></tr><tr><td rowspan=""10"">2 Step Age</td><td>Fired without Shot Peening</td><td>Original</td><td>Original</td><td>ECI Visual, BFI UT</td><td>every 24 hrs or 900 starts</td><td>7F</td><td>227C5763 103E5796<br>101E8629 108E4197<br>103E5775 109E3897</td></tr><tr><td>Peening Modification</td><td>Original</td><td>Original</td><td colspan=""2"">May have been peened prior to first fire. Contact your GE Vernova representative with your turbine rotor serial number to determine the applicable peening condition. Until validated by your GE Vernova representative, assume Fired without Shot Peening recommendations apply.</td><td>7F</td><td>193D2055<br>193D2064</td></tr><tr><td rowspan=""8"">Never Fired without Shot Peening</td><td rowspan=""4"">Original</td><td rowspan=""4"">Original</td><td>ECI</td><td>every 32 hrs or 1,200 starts [every 24 hrs or 900 starts if back cut buckets not installed]</td><td rowspan=""4"">7F</td><td>193D2400<br>199D3925<br>109E5591<br>109E5614<br>114E1229<br>116E2436</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td rowspan=""4"">Contoured</td><td rowspan=""4"">Original</td><td>ECI</td><td>at 96 hrs or 3,600 starts [every 48 hrs or 2,400 starts if back cut buckets not installed] and at first Major after TW2 Life Extension</td><td rowspan=""4"">7F</td><td>116E3968<br>119E6503</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td rowspan=""2"">Enhanced</td><td rowspan=""2"">Original</td><td>ECI</td><td>at 96 hrs or 3,600 starts [every 48 hrs or 2,400 starts if back cut buckets not installed] and at first Major after TW2 Life Extension</td><td rowspan=""2"">7F</td><td>323E2240</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td></td><td>Stakeless & Modified Tab</td><td>ECI</td><td>at 96 hrs or 3,600 starts [every 48 hrs or 2,400 starts if back cut buckets not installed] and at first Major after TW2 Life Extension</td><td>7F</td><td>144E7562</td></tr><tr><td>3 Step Age</td><td>Never Fired without Shot Peening</td><td>Enhanced</td><td>Stakeless & Modified Tab</td><td>FPI</td><td>LWT : every Major</td><td>7F</td><td>146E3627</td></tr></table>",null,"[{""coord"": [68, 25, 1653, 1552], ""page_id"": 7}]",table_4,databricks_ai,v1,til_p1_20260626_053348_c2e611d7,2026-06-26T05:37:28.946Z
til 1937-r2 - f-class turbine wheel inspection and maintenance recommendations,table_005_059cffd3,table,"<table><tr><th rowspan=""2"">Material Heat Treatment</th><th rowspan=""2"">Peening Condition</th><th rowspan=""2"">Cooling Slot Geometry</th><th rowspan=""2"">Balance Rail & Lock Wire Tab</th><th colspan=""2"">Recommendations</th><th colspan=""2"">Applicable Part Numbers</th></tr><tr><th>Inspection</th><th>Interval</th><th>Frame</th><th>Stage 1</th></tr><tr><td rowspan=""10"">2 Step Age</td><td>Fired without Shot Peening</td><td>Original</td><td>Original</td><td>ECI Visual, BI FPI UT</td><td>every 24 hrs or 900 starts</td><td>9F</td><td>101E2274<br>103E3969<br>109E3982</td></tr><tr><td>Peening Modification</td><td>Original</td><td>Original</td><td colspan=""2"">May have been peened prior to first fire. Contact your GE Vernova representative with your turbine rotor serial number to determine applicable peening condition. Until validated by your GE Vernova representative, assume Fired without Shot Peening recommendations apply.</td><td>9F</td><td>227C5743<br>188D7864<br>193D2023<br>193D2036<br>193D2050<br>193D2422<br>196D1632<br>198D1211</td></tr><tr><td rowspan=""8"">Never Fired without Shot Peening</td><td rowspan=""2"">Original</td><td rowspan=""2"">Original</td><td>ECI</td><td>every 32 hrs or 1,200 starts [every 24 hrs or 900 starts if back cut buckets not installed]</td><td rowspan=""2"">9F</td><td>109E5254</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td rowspan=""2"">Contoured</td><td rowspan=""2"">Original</td><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td><td rowspan=""2"">9F</td><td>111E3299</td></tr><tr><td>ECI</td><td>at 96 hrs or 3,600 starts [Every 48 hrs or 2,400 starts if back cut buckets not installed]</td></tr><tr><td rowspan=""2"">Enhanced</td><td rowspan=""2"">Original</td><td>BI</td><td>every HGPI when CDC is not removed</td><td rowspan=""2"">9F</td><td>119E6594</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td rowspan=""2"">Stakeless & Modified Tab</td><td>ECI</td><td>at 96 hrs or 3,600 starts [every 48 hrs or 2,400 starts if back cut buckets not installed]</td><td rowspan=""2"">9F</td><td>146E2874</td></tr><tr><td>FPI</td><td>LWT : every Major</td><td>133E8667</td></tr><tr><td>3 Step Age</td><td>Never Fired without Shot Peening</td><td>Enhanced</td><td>Stakeless & Modified Tab</td><td>FPI</td><td>LWT : every Major</td><td>9F</td><td>131T7528</td></tr></table>",null,"[{""coord"": [68, 25, 1653, 1481], ""page_id"": 8}]",table_5,databricks_ai,v1,til_p1_20260626_053348_c2e611d7,2026-06-26T05:37:28.946Z
til 2284 - f-class balance weight groove entry slot recommendations,table_004_4388339e,table,"<table><tr><th>T<sub>TG</sub></th><th>S<sub>FS</sub></th><th>S<sub>FC</sub></th><th>X</th><th>T<sub>FC</sub></th><th>S<sub>Wc</sub></th><th>Y</th><th>S<sub>WW</sub></th></tr><tr><td>Turning Gear Time (hours)</td><td>Number of Fired Starts</td><td>Number of Forced Cool Downs</td><td>Frame Size Factor</td><td>Forced Cool Time (hours)</td><td>Number of Cool Starts</td><td>SC or CC Factor</td><td>Number of Offline Water Washes</td></tr><tr><td>40,000</td><td>1,900</td><td>240</td><td>24</td><td>4800</td><td>1300</td><td>86</td><td>40</td></tr></table>",null,"[{""coord"": [133, 454, 1576, 726], ""page_id"": 4}]",table_4,databricks_ai,v1,til_p1_20260626_054315_5d9adab9,2026-06-26T05:47:08.649Z
til 2284 - f-class balance weight groove entry slot recommendations,table_003_f3ec6e2b,table,<table><tr><td>5</td><td>At Scheduled Component Part Repair or Replacement.</td></tr><tr><td>6</td><td>Next Scheduled Outage</td></tr></table>,null,"[{""coord"": [173, 1352, 1579, 1441], ""page_id"": 0}]",table_3,databricks_ai,v1,til_p1_20260626_054315_5d9adab9,2026-06-26T05:47:08.649Z
til 2284 - f-class balance weight groove entry slot recommendations,table_002_34e37510,table,<table><tr><td>1</td><td>Prior to Unit Startup / Prior to Continued Operation (forced outage condition)</td></tr><tr><td>2</td><td>At First Opportunity (next shutdown)</td></tr><tr><td>3</td><td>Prior to Operation of Affected System</td></tr></table>,null,"[{""coord"": [173, 1146, 1579, 1295], ""page_id"": 0}]",table_2,databricks_ai,v1,til_p1_20260626_054315_5d9adab9,2026-06-26T05:47:08.649Z
til 2284 - f-class balance weight groove entry slot recommendations,table_001_86e18513,table,"<table><tr><th>M - Maintenance</th><td>Identifies maintenance guidelines or best practices for reliable equipment operation.</td></tr><tr><th>C - Compliance Required</th><td>Identifies the need for action to correct a condition that, if left uncorrected, may result in reduced equipment reliability or efficiency. Compliance may be required within a specific operating time.</td></tr><tr><th>A - Alert</th><td>Failure to comply with the TIL could result in equipment damage or facility damage. Compliance is mandated within a specific operating time.</td></tr><tr><th>S - Safety</th><td>Failure to comply with this TIL could result in personal injury. Compliance is mandated within a specific operating time.</td></tr></table>",null,"[{""coord"": [173, 856, 1579, 1109], ""page_id"": 0}]",table_1,databricks_ai,v1,til_p1_20260626_054315_5d9adab9,2026-06-26T05:47:08.649Z
til 2284 - f-class balance weight groove entry slot recommendations,text_001_17b758e6,section,"GE
GE POWER
PRODUCT SERVICE
TIL 2284
Publish Date: 05 MAY 2021
Compliance Category - S
Timing Code - 4
TECHNICAL INFORMATION LETTER
F-CLASS BALANCE WEIGHT GROOVE ENTRY SLOT RECOMMENDATIONS
APPLICATION
6F, 7F, and 9F Heavy Duty Gas Turbines.
PURPOSE
To advise users of the recommendation to inspect compressor aft shaft (CAS) and distance piece (DP) balance weight groove entry slots corner and perform blending operations.
COMPLIANCE CATEGORY
TIMING CODE
4 At First Exposure of Component
© 2021 General Electric Company
The proprietary information published in this Technical Information Letter is offered to you by GE in consideration of its ongoing sales and service relationship with your organization. However, since the operation of your plant involves many factors not within our knowledge, and since operation of the plant is in your control and ultimate responsibility for its continuing successful operation rests with you, GE specifically disclaims any responsibility for liability based on claims for damage of any type, i.e. direct, consequential or special that may be alleged to have been incurred as result of applying this information regardless of whether it is claimed that GE is strictly liable, in breach of contract, in breach of warranty, negligent, or is in other respects responsible for any alleged injury or damage sustained by your organization as a result of applying this information. This Technical Information Letter contains proprietary information of General Electric Company and is furnished to its customer solely to assist that customer in the installation, testing, operation and/or maintenance of the equipment described. This document shall not be reproduced or distributed in whole or in part nor shall its contents be disclosed to any third party without the written approval of GE. All rights reserved.
Date Printed: 05 MAY 2021
BACKGROUND DISCUSSION
A gas turbine rotor is an assembly of shafts, wheels, disks, and spacers. A means of balance is incorporated into each of these rotor components and the various assemblies. A balance weight groove (BWG) is one example of a feature that is used to provide a means of balancing. The BWG is an annular channel that is machined into a rotor component that provides a location for weights to be installed for balance purposes on either the piece part or as a rotor assembly. This annular channel may contain two BWG entry slots, as shown in Figure 1, located approximately 180 degrees apart that allow for the balance weights to be easily installed and located in the appropriate locations on the wheel or shaft.
Figure 1: BWG Entry Slots - Correct Machining
During non-destructive evaluation (NDE) of a distance piece (DP) as part of a rotor life extension (RLE), a crack-like indication was observed in the corner of a balance weight groove entry slot. Both grooves on the specific part showed similar indications as depicted in Figure 2. GE has inspected additional parts with similar features and observed similar indication findings.
Figure 2: Indications Found on DP During RLE - Observed Machining Issue
Upon completion of a root cause investigation, GE determined the cause is associated with the variation in the corner condition of the balance weight groove entry slots and interactions with the various stresses during gas turbine start-up, shutdown, and loaded operation (gravity sag, etc). Depending upon the specific nature of a units operation and the specific condition of the part slot corner, crack-like indications may form over the lifetime of the component. If these crack-like indications propagate to a large enough size, it may be possible for continued rapid crack growth to occur associated with gravity sag related bending of the rotor as it rotates (high cycle fatigue related mechanism). If not mitigated, the fracture propagation may lead the CAS and/or DP to separate into two separate pieces. Separation of either shaft into two pieces may create the possibility for components to exit the gas turbine leading to the possibility for INJURY TO PERSONNEL/INDIVIDUALS and substantial damage to adjacent equipment.
© 2021 General Electric Company
The proprietary information published in this Technical Information Letter is offered to you by GE in consideration of its ongoing sales and service relationship with your organization. However, since the operation of your plant involves many factors not within our knowledge, and since operation of the plant is in your control and ultimate responsibility for its continuing successful operation rests with you, GE specifically disclaims any responsibility for liability based on claims for damage of any type, i.e. direct, consequential or special that may be alleged to have been incurred as result of applying this information regardless of whether it is claimed that GE is strictly liable, in breach of contract, in breach of warranty, negligent, or is in other respects responsible for any alleged injury or damage sustained by your organization as a result of applying this information. This Technical Information Letter contains proprietary information of General Electric Company and is furnished to its customer solely to assist that customer in the installation, testing, operation and/or maintenance of the equipment described. This document shall not be reproduced or distributed in whole or in part nor shall its contents be disclosed to any third party without the written approval of GE. All rights reserved.
Date Printed: 05 MAY 2021
RECOMMENDATIONS
It is recommended to perform fluorescent penetrant inspection (FPI) for all BWG entry slots on the CAS and DP during the next planned outage for the unit Hot Gas Path (HGP) or Major Inspection (MI) at or before the rotor reaches a total of 378,000 equivalent cold rotor turning time.
For case where FPI is clear of any indications – evaluate all the balance entry slot corner conditions with replication process.
• If any balance weight entry slot corner condition presents with a <0.060"" fillet size - perform entry slot blending, FPI, and peening operations to mitigate the risk of crack initiation and propagation.
◦ Corner specific item - if any portion of a specific balance weight groove corner meets noted criteria, then perform modification machining on the entire balance weight groove entry slot corner.
• Fillet > 0.060"" and uniformly this size over full length of the BWG entry slot corner – leave in as-found condition
For case with observable FPI indication/indications - contact GE engineering through an ER case for technical disposition.
BWG
Entry Slot
Location
Figure 3: Relative Location of BWG Entry Slots
Equivalent cold rotor turning time is defined as a spinning rotor in combination with cool metal temperatures (generally speaking conditions with all wheelspace temperatures measuring less than 150 degrees F). Turning gear (TG) operation, forced cooling operation, offline water wash operation, and unit startups are the periods where cool rotor conditions exist and contribute to the overall equivalent cold rotor turning time. Equivalent refers to a standardization of the # of high cycle fatigue cycles for a given hour and therefore has a component associated with the accumulation of cycles relative to the rotor speed. For example, at purge speed (~20% speed) versus turning gear speed (~6 rpm) a higher # of stress cycles will occur per minute of operation due solely to the increased rotational speed of the rotor for a given period.
© 2021 General Electric Company
The proprietary information published in this Technical Information Letter is offered to you by GE in consideration of its ongoing sales and service relationship with your organization. However, since the operation of your plant involves many factors not within our knowledge, and since operation of the plant is in your control and ultimate responsibility for its continuing successful operation rests with you, GE specifically disclaims any responsibility for liability based on claims for damage of any type, i.e. direct, consequential or special that may be alleged to have been incurred as result of applying this information regardless of whether it is claimed that GE is strictly liable, in breach of contract, in breach of warranty, negligent, or is in other respects responsible for any alleged injury or damage sustained by your organization as a result of applying this information. This Technical Information Letter contains proprietary information of General Electric Company and is furnished to its customer solely to assist that customer in the installation, testing, operation and/or maintenance of the equipment described. This document shall not be reproduced or distributed in whole or in part nor shall its contents be disclosed to any third party without the written approval of GE. All rights reserved.
Date Printed: 05 MAY 2021
Therefore, the equivalent cold rotor turning time impact is based around taking all cold rotational hours and converting it into an equivalent number of turning hours at typical turning gear speed. In order to calculate equivalent cold rotor turning time, GE recommends the following methods:
Equivalent Cold Rotor Turning = ECRT (hours)
ECRT = T_TG-(S_FS-S_FC) *X) + T_FC*0.25* 20% Full Speed 6 + (S_WC* Y) + (S_WW *3* 20% Full Speed 6 )
Path #1 (Unit historical recorded data through GE OSM connection or customer records)
• Record the # of turning gear hours (some controllers display this value) - T
TG
• Record the total # of fired starts – SFS
• For 7FAs – X = 24
• For 9FAs – X = 24
• For 6FAs – X = 18
• Record # of force cool downs − SFC
• Record # of force cool down hours − TFC
• Unit Full Speed
◦ For 7FAs – 3600 rpm
◦ For 9FAs – 3000 rpm
◦ For 6FAs – 5250 rpm
• Record the # of cooler starts unit has completed (defined as the # of warm 2 and cold starts per the definitions in GER-3620 (latest revision – definition is provided in figure 22). - SWC
Start Up Factor
Simple Cycle Unit (SC) Y = 72
Combined C",null,null,document.raw_text,databricks_ai,v1,til_p1_20260626_054315_5d9adab9,2026-06-26T05:47:08.649Z
